ID	Group	Init. Comp.	S->E	E->I	I->D	D->R	f_a	f_e	g_a	g_e	r_a	r_e
Ind1634	154	S	47.3706	51.536	63.7393	65.4002	-0.314444	-0.981086	0.0765292	0.393451	-0.119301	0.377003
Ind1635	154	S	no	no	no	no	2.04293	-0.558868	-0.603841	-0.897721	-0.517566	-0.611607
Ind1636	154	S	41.919	42.1092	43.1103	55.2799	0.630396	0.277409	1.0458	0.428151	0.642235	0.29307
Ind1637	154	S	46.8523	63.0272	67.5677	84.3607	-0.707725	-1.29768	-2.07461	0.553273	0.831452	1.05019
Ind1638	154	S	2.12981	32.7222	46.1478	56.8336	-0.635331	-1.26759	1.80845	-0.794192	-0.346543	2.09645
Ind1639	154	S	45.0939	46.754	50.1372	52.489	1.28355	0.312336	0.163356	-1.20437	-0.650041	0.332837
Ind1640	155	E	no	0.67667	1.58327	1.74042	0.90765	2.03339	0.335798	0.434623	-0.928024	-0.29968
Ind1641	155	E	no	16.7346	31.5775	40.6791	-0.00724438	-1.40347	0.451658	-1.63798	0.896071	0.84925
Ind1642	155	S	0.840326	2.16713	19.2567	21.9276	-0.72137	-2.90165	-0.730423	-1.06227	-1.01069	1.69465
Ind1643	155	S	3.69355	5.19013	10.9953	13.6124	-2.01176	0.0328428	-0.290898	-0.92032	0.4511	-0.914827
Ind1644	155	S	0.916359	1.0416	11.7587	12.7325	-1.1622	2.31994	-0.469629	0.594361	0.410261	-0.587103
Ind1645	155	S	0.821909	11.1081	12.4131	14.2349	0.0225395	-0.0583793	1.35971	0.935311	1.5792	-0.0830429
Ind1646	155	S	1.11518	2.51229	3.02945	3.57984	-1.31953	0.351237	-1.70854	0.657054	0.985453	-1.85529
Ind1647	155	S	no	no	no	no	-0.461598	0.259014	-0.889564	0.0481531	0.227603	0.617795
Ind1648	155	S	2.69506	2.90755	3.0984	6.63866	0.700125	-0.248347	1.60218	-1.58341	0.493695	-0.503538
Ind1649	155	S	0.73926	0.840011	2.17445	2.66468	0.0224652	0.247185	0.726383	1.67926	-0.642947	-0.378036
Ind1650	156	E	no	2.98698	7.90274	9.65375	-0.247701	0.611752	-0.843596	-0.084768	0.116822	-0.637226
Ind1651	156	E	no	0.110557	0.645965	1.39669	1.60573	0.689813	-0.0172573	0.117646	-0.730418	-1.24139
Ind1652	156	S	0.311151	21.2965	43.6646	49.8167	0.421636	0.181445	0.270657	1.42241	0.707971	1.28122
Ind1653	156	S	3.30167	11.9246	32.7953	35.666	0.479542	-0.0702163	-0.41668	0.892382	1.02452	0.726648
Ind1654	156	S	0.954861	53.0775	107.762	186.323	1.55369	-1.75913	0.999678	-0.312487	-0.116037	3.06999
Ind1655	156	S	4.10182	4.40947	7.19139	7.73348	-0.138495	1.03669	-0.575892	1.14667	0.187525	-0.461878
Ind1656	156	S	2.76557	14.4972	17.8178	19.8935	-0.189784	1.06822	-0.0441773	-0.71446	0.0170943	0.801681
Ind1657	156	S	6.72408	21.1827	23.3669	55.1118	0.566126	0.0819624	-0.622917	-0.213959	1.11647	0.922808
Ind1658	156	S	0.464453	1.41926	4.83406	8.82867	-1.35748	0.509358	0.514217	0.423613	-0.475764	0.0523886
Ind1659	156	S	0.233508	3.16746	5.25381	10.7065	0.200547	0.788002	0.0560693	1.99915	-0.348296	-0.0760181
Ind1660	157	E	no	7.55656	18.9557	65.8676	0.557569	0.952735	-0.492655	0.889268	1.1004	1.23278
Ind1661	157	E	no	0.821762	1.35721	2.42116	-1.71074	-0.0573618	-0.922568	-1.1372	0.162613	-0.967326
Ind1662	157	S	10.3024	19.9215	27.2235	31.9115	0.606076	-0.298442	0.579657	0.480875	0.611269	0.0335691
Ind1663	157	S	9.86423	10.4829	11.5588	12.4774	0.0135374	0.814364	-0.537319	0.717654	0.276397	-1.07706
Ind1664	157	S	10.5911	27.5443	29.8577	30.4401	-2.68465	-2.40256	-0.0991323	-1.31462	0.480142	0.955305
Ind1665	157	S	8.13681	9.534	14.3174	19.1102	0.924749	0.594811	1.73524	-0.875226	0.221949	1.13557
Ind1666	157	S	11.8587	11.8871	12.0232	12.1039	-1.06106	1.04014	-1.00178	1.12129	-0.897879	-1.76515
Ind1667	157	S	12.5778	216.947	219.094	262.178	-0.536743	0.41774	0.358323	-0.780273	1.01885	1.93379
Ind1668	157	S	7.89064	8.54668	8.96417	10.4284	-0.463655	-0.959393	0.808166	0.615381	0.42915	-0.0224846
Ind1669	157	S	11.5617	12.7705	13.2611	13.4054	0.451158	0.470396	-1.15959	-0.787283	0.640015	-1.77176
Ind1670	158	E	no	1.16371	4.1306	6.8254	0.683568	-0.988614	1.16401	0.478877	0.245925	-0.485854
Ind1671	158	E	no	3.58601	9.42551	16.7726	-0.421748	-0.400961	-0.0283566	-0.00574185	-0.0835475	0.0581951
Ind1672	158	S	3.39201	10.5927	16.0076	16.3927	-1.11336	0.2409	0.597494	-0.522943	0.985032	-0.865837
Ind1673	158	S	1.64152	2.32069	3.05781	4.70337	2.28498	-0.524196	1.3522	-0.201437	-1.34776	1.23339
Ind1674	158	S	2.66774	3.20132	3.32077	6.6693	1.55441	0.878354	-1.01747	0.312178	-0.238031	-0.340583
Ind1675	158	S	4.05094	5.12983	6.09616	7.55485	0.413421	1.02165	-0.648227	-0.074877	-0.228988	-0.544428
Ind1676	158	S	1.6708	10.5714	13.2414	30.4109	0.549227	-0.401767	0.339999	1.62451	-0.147798	1.23669
Ind1677	158	S	3.6561	9.14207	9.54936	9.88645	-1.36532	-0.110994	0.286172	0.470732	-0.24827	-0.0877756
Ind1678	158	S	1.67424	1.79792	19.6396	21.5327	-0.808268	-0.812853	0.529937	0.852259	0.282895	-0.0315971
Ind1679	158	S	no	no	no	no	1.10772	-0.680978	-0.882553	-0.559939	-0.149501	-0.234926
Ind1680	159	E	no	4.56023	33.7664	43.8436	0.227058	-1.76408	-0.433512	-0.767051	0.695645	1.00197
Ind1681	159	E	no	0.00171912	3.62855	3.71883	2.92553	0.0434563	-0.710138	0.228841	-0.0429913	-1.59071
Ind1682	159	S	0.251582	4.77664	28.2867	29.2228	0.886051	0.955176	1.40578	0.845603	0.91338	0.657547
Ind1683	159	S	0.554292	1.28592	8.0331	12.1592	-2.4535	-0.0859842	-2.30539	-0.0722392	0.471273	-0.906614
Ind1684	159	S	1.15889	4.73938	6.25361	6.67699	0.0789465	-0.836293	0.35503	0.0171542	-0.951208	0.422772
Ind1685	159	S	0.309179	0.356147	0.362027	0.538826	1.10987	-0.989462	0.608067	0.655005	0.202187	-1.7104
Ind1686	159	S	17.5578	23.271	36.3312	43.2002	-0.599072	0.37381	-1.03677	-0.636612	1.07144	-0.888445
Ind1687	159	S	0.766436	4.56189	7.40439	14.639	-2.0907	-0.592607	-1.37192	0.5242	0.451395	0.209096
Ind1688	159	S	23.4358	44.1424	44.3728	52.5291	-2.37421	-2.29594	-2.83114	-0.068528	-0.210742	1.5508
Ind1689	159	S	0.393961	0.511179	1.62671	1.66821	-0.733738	-1.6246	-1.2053	0.688139	-0.490985	-1.25588
Ind1690	160	E	no	1.95133	8.48632	15.6849	-1.48264	2.48119	-1.36014	1.82028	1.24621	0.119846
Ind1691	160	E	no	35.1785	97.0559	98.391	0.461351	-0.184569	1.77898	0.218296	0.242366	0.988882
Ind1692	160	S	5.53987	5.90988	10.1488	12.0006	-1.99267	-0.286311	-1.79337	-0.617957	-0.136797	-0.706188
Ind1693	160	S	6.40236	7.38955	7.54684	9.60338	0.549547	0.650744	-1.30997	0.220549	0.31593	-0.997324
Ind1694	160	S	4.2152	9.16053	12.9727	13.7739	1.94223	-0.338388	-1.03832	0.688262	-0.610246	1.42927
Ind1695	160	S	5.12554	21.9452	24.7688	42.5233	-1.03957	-0.497606	0.695975	-0.713784	0.485563	0.236342
Ind1696	160	S	3.54372	3.77912	5.02142	5.72781	-0.691477	2.94866	-1.92694	1.87948	0.313445	-1.48608
Ind1697	160	S	2.71955	4.75969	7.54863	8.79504	1.64292	1.86197	-0.31156	0.830508	-0.40179	-0.180195
Ind1698	160	S	5.90277	5.946	9.2889	10.1042	2.3918	-0.519715	-0.701629	-1.33516	-0.731934	-0.121298
Ind1699	160	S	2.36925	2.6274	2.98666	3.68102	2.29047	0.458599	2.47292	-0.327337	-0.965179	-1.325
Ind1700	161	E	no	373.784	379.402	684.345	-0.132408	0.477935	1.12992	0.215	1.36813	2.17182
Ind1701	161	E	no	1.21543	2.86394	5.04439	1.52486	-1.87704	-0.23604	-0.346144	-0.694341	1.22997
Ind1702	161	S	1.5687	1.94648	2.43193	3.74286	0.622897	-0.620221	2.2454	-0.547613	0.225504	-1.49749
Ind1703	161	S	8.39291	13.2923	13.806	16.5977	-0.210048	1.67561	1.52638	-0.416952	0.573661	-0.45571
Ind1704	161	S	4.76532	12.3267	17.6892	23.6528	2.78267	-0.746823	1.28436	0.370906	-0.64471	1.71476
Ind1705	161	S	2.21883	4.25755	13.1522	27.2688	0.65045	0.15747	0.385955	2.58745	0.576233	-0.19466
Ind1706	161	S	5.11723	5.91616	6.65099	6.76401	2.91947	-1.03981	0.335851	0.592235	-0.12408	-1.92314
Ind1707	161	S	5.38462	5.76001	6.25921	9.34868	-0.605103	0.644156	0.139017	0.0328876	-0.650212	-1.01887
Ind1708	161	S	2.64294	4.15152	4.29793	5.87382	0.993718	0.146396	0.521949	1.09554	-0.288164	-0.0563968
Ind1709	161	S	513.07	513.464	514.949	516.088	-1.89167	0.617928	-1.95394	-1.19751	-0.0284797	-1.41965
Ind1710	162	E	no	8.01685	9.54919	11.4635	0.863928	-0.492827	0.319008	-0.457548	-0.898552	1.06469
Ind1711	162	E	no	0.703671	3.89411	5.9983	-1.04836	1.16731	-0.0519602	1.21737	0.677615	-0.406884
Ind1712	162	S	5.50238	6.51389	10.5093	21.044	0.566363	0.566914	0.047186	-0.519673	0.0458848	0.0638798
Ind1713	162	S	1.84064	3.82225	5.05036	6.4037	1.07984	-0.116344	-0.285196	0.676482	0.0161603	-0.124181
Ind1714	162	S	no	no	no	no	-2.51368	0.550712	-2.52839	1.39009	-0.524278	-0.938796
Ind1715	162	S	3.9096	7.66715	8.43289	9.43764	1.54077	-0.858486	2.46705	-0.490253	0.282384	-0.557053
Ind1716	162	S	12.3994	12.688	15.5742	17.6577	-0.921369	0.219033	-0.59356	-0.149383	-0.499139	-0.68796
Ind1717	162	S	no	no	no	no	-1.38237	0.672422	-0.193067	-0.741603	-0.664847	-1.44271
Ind1718	162	S	no	no	no	no	1.07427	-0.626261	-0.988285	-1.3855	-0.478543	1.41141
Ind1719	162	S	1.06856	1.54164	2.29361	2.32091	-0.769631	-0.243505	1.02784	0.222212	-0.700309	-0.521094
Ind1720	163	E	no	1.58797	3.47566	4.238	-1.35584	-1.25537	1.18873	0.670841	-0.442482	-0.332672
Ind1721	163	E	no	1.02091	3.2551	4.8118	1.3267	-0.179186	2.05928	1.34132	0.361718	-0.00206155
Ind1722	163	S	17.3969	17.528	18.4072	18.4262	0.990065	0.52279	-0.162816	-0.111293	-0.510535	-0.194978
Ind1723	163	S	12.8517	12.9463	14.0689	15.906	1.9027	-1.02296	2.49874	-2.39646	0.437143	-0.901298
Ind1724	163	S	3.037	4.5081	7.66802	8.98149	-0.889056	-0.509453	-1.17895	0.583844	-1.20543	0.482572
Ind1725	163	S	9.90386	11.7647	14.0059	18.0373	2.05997	-0.447967	1.57565	-1.47594	0.791079	-0.956104
Ind1726	163	S	12.0872	12.2	12.5963	12.7829	0.794561	-0.0106703	-0.222979	-0.55552	-1.80705	0.208983
Ind1727	163	S	14.1576	15.2966	15.8025	15.9173	-0.200575	1.47833	0.258357	0.0681995	-0.955261	-0.441426
Ind1728	163	S	2.37909	7.77109	10.1845	11.5652	1.8028	-0.525417	0.804507	0.81965	0.211353	-1.04474
Ind1729	163	S	2.02939	6.05838	8.27886	9.20111	0.184567	-0.190044	0.15468	0.514184	-1.40017	1.73984
Ind1730	164	E	no	0.0823489	0.451851	1.85841	0.860545	-0.132958	-1.03301	0.831504	-0.725889	-0.578988
Ind1731	164	E	no	8.24363	21.5105	49.1259	0.73102	-0.348429	0.465978	1.43317	0.641057	0.844708
Ind1732	164	S	8.54915	8.60478	8.8848	8.88535	-1.43102	0.970846	-1.16287	0.606354	-1.28779	-1.72476
Ind1733	164	S	41.3954	43.6054	46.7342	58.9637	-1.97783	2.61123	-1.55902	1.3229	0.599727	-0.664677
Ind1734	164	S	30.3856	63.2494	64.2348	65.9006	0.25769	0.0252436	0.881748	-0.454554	0.539915	0.802458
Ind1735	164	S	12.4625	12.5354	12.6303	12.8185	0.223877	-1.48093	-0.844098	0.915653	-0.840093	-1.82181
Ind1736	164	S	8.76971	27.9594	40.279	61.7442	0.782649	-1.82575	1.5217	-0.374546	1.25551	1.04664
Ind1737	164	S	9.37926	13.9917	17.5664	20.4972	0.272182	-0.865292	0.40239	0.246576	0.522573	-0.11752
Ind1738	164	S	no	no	no	no	1.24962	-0.950013	-0.302249	-1.57941	-0.994749	1.6765
Ind1739	164	S	38.1969	38.27	47.9374	50.4626	-1.43585	-0.760595	-0.636476	0.33223	0.458932	-0.0592247
Ind1740	165	E	no	0.959289	1.73801	1.96219	0.948057	0.420915	1.54542	0.0917168	-0.049017	0.178174
Ind1741	165	E	no	0.187006	0.598614	0.867278	-0.643709	0.877579	0.71703	-0.343738	-0.542844	-0.912374
Ind1742	165	S	3.66878	75.3179	76.7532	103.14	0.308702	-0.518662	-0.571644	1.13715	1.25375	0.969025
Ind1743	165	S	no	no	no	no	-0.699495	0.396695	-2.35716	1.13168	-0.434958	-1.55349
Ind1744	165	S	1.45729	2.18227	2.79479	3.21688	-0.691284	0.0649532	0.277384	0.47015	-0.185907	-1.06045
Ind1745	165	S	8.07374	9.55235	14.9154	19.5952	0.881611	-1.37139	0.570214	-0.0804526	-0.0276533	-0.179116
Ind1746	165	S	no	no	no	no	0.180683	-0.0745751	-0.802825	-0.901727	0.115888	-0.0247194
Ind1747	165	S	1.2304	4.65767	7.0834	8.30032	0.471567	-0.653486	1.1656	-0.339451	-0.205726	0.246765
Ind1748	165	S	1.18141	1.27165	7.64642	14.689	1.0988	-1.41697	0.938348	0.381434	0.295706	0.916682
Ind1749	165	S	1.56296	1.57166	1.84576	1.86673	-0.211121	2.65764	0.707813	0.266837	-0.209827	-2.50507
Ind1750	166	E	no	4.46213	9.90498	24.9066	1.31589	-0.163593	-0.410165	-0.195355	1.25663	0.253876
Ind1751	166	E	no	0.744939	3.01279	8.72796	0.139836	-2.02052	0.390831	-0.0301161	-0.262739	1.43977
Ind1752	166	S	6.72972	12.0825	19.0309	22.9054	-1.36452	-0.52094	0.130919	-0.110103	0.76065	0.205328
Ind1753	166	S	5.53651	11.7119	12.1423	12.7456	0.640422	0.00538541	1.50708	-1.10487	0.934152	0.28312
Ind1754	166	S	10.2736	11.7816	12.7433	14.5678	1.5817	-0.828964	-0.738399	0.622072	-0.440858	0.363617
Ind1755	166	S	5.99696	15.4815	129.585	223.39	2.1566	-1.32908	-0.541566	1.034	0.188634	2.09798
Ind1756	166	S	13.2899	13.6704	13.8849	14.0168	1.98912	0.468346	-1.07387	-0.0530142	-1.25689	-1.69856
Ind1757	166	S	13.8604	14.512	18.9115	20.9601	0.90659	-0.11581	-0.67011	-0.765941	0.0598475	0.258215
Ind1758	166	S	14.3073	18.2522	22.6608	28.8037	-0.0620558	-0.794362	-0.255273	-0.24174	-0.384894	0.634978
Ind1759	166	S	14.5461	14.5592	14.684	14.7192	0.754042	-0.0810783	-0.900348	0.704723	-1.62331	-1.27004
Ind1760	167	E	no	13.4996	164.126	171.162	-0.930484	-0.825219	-0.783817	1.38317	1.86116	0.773826
Ind1761	167	E	no	5.47927	12.0789	12.1959	-0.438393	0.319679	0.982176	-0.710392	-1.06987	1.33414
Ind1762	167	S	7.12305	16.2746	31.9616	47.6914	2.11131	0.568186	0.253966	0.903204	0.413317	0.780801
Ind1763	167	S	7.60543	11.0331	12.8119	12.8489	1.1195	-0.890197	1.57461	0.644272	0.132944	0.657215
Ind1764	167	S	6.1194	6.89895	13.3393	14.5611	-0.694993	0.539146	0.920348	2.04964	-0.0589546	-1.09512
Ind1765	167	S	7.7928	9.30866	16.5753	16.7634	-0.493269	1.20875	1.68734	-0.216704	0.400565	-0.373619
Ind1766	167	S	6.87935	8.4813	41.71	58.4686	0.656746	-0.863028	0.94624	0.562456	0.102624	0.71486
Ind1767	167	S	45.9244	47.7133	49.2478	49.9936	-0.383391	-1.54311	-0.685159	-1.27696	-0.222663	-0.887293
Ind1768	167	S	10.8698	11.0289	12.2065	12.3716	0.899837	-0.266528	1.52956	-0.391426	0.583784	-1.66552
Ind1769	167	S	16.8947	29.0764	82.4784	106.613	-0.365301	-0.19612	-0.345549	-0.177299	1.57549	0.779759
Ind1770	168	E	no	1.05469	1.71094	2.52255	0.545155	2.37686	-0.0183137	1.36673	-0.911894	-0.332367
Ind1771	168	E	no	1.2336	1.56119	6.06895	0.412962	-0.562991	0.607243	-0.435522	-0.0222237	-0.606794
Ind1772	168	S	no	no	no	no	-1.0237	-0.930894	-0.901085	-1.39735	0.965829	1.63527
Ind1773	168	S	1.13918	1.70644	15.7639	18.6672	0.299009	1.46545	0.683779	0.710325	-0.21436	-0.173318
Ind1774	168	S	1.05925	2.31479	25.9156	32.7581	1.00111	-0.191165	1.27972	0.259672	0.300759	1.16337
Ind1775	168	S	1.96541	1.96785	2.34671	2.47583	-0.131041	1.36768	-1.16378	1.11054	-0.916615	-2.09197
Ind1776	168	S	1.93076	2.071	2.18506	2.20592	-0.230184	1.10352	0.448879	0.851614	0.109713	-2.22754
Ind1777	168	S	2.02093	2.12177	2.51252	4.39428	-0.998426	0.335238	-1.17809	0.286135	-0.989965	-0.981737
Ind1778	168	S	1.25485	1.48045	2.55876	4.29101	1.1331	0.139044	-0.153021	0.532577	0.311794	-1.5956
Ind1779	168	S	1.21529	3.32566	13.9772	15.6251	-0.0839537	-0.683464	1.61593	0.431331	-0.617573	0.608865
Ind1780	169	E	no	1.57423	4.89426	10.99	0.488506	0.832928	-0.129131	-0.326632	-0.155754	1.06102
Ind1781	169	E	no	1.18037	1.62367	3.29166	0.560938	0.265447	0.100441	0.399687	-0.316671	-0.655538
Ind1782	169	S	1.86974	9.00687	13.1578	15.1516	-0.413061	0.261008	0.10666	0.873163	0.133836	0.731395
Ind1783	169	S	2.17773	8.1152	40.0166	41.9567	0.955128	0.0609722	2.48007	-1.29536	0.232357	1.25577
Ind1784	169	S	1.6832	1.91589	4.08777	6.49546	-1.99208	0.882055	-0.703224	2.88733	0.569065	-1.56144
Ind1785	169	S	1.62248	3.97534	4.00055	6.38957	-0.252202	0.306565	0.810379	0.120379	-0.0441865	0.111711
Ind1786	169	S	22.3521	29.0506	29.4551	33.3205	0.643098	-1.58912	-1.01683	-0.517744	0.456642	-0.0879272
Ind1787	169	S	4.28567	6.37517	14.881	23.896	-0.4888	1.42188	0.0401923	0.654751	0.163536	-0.0451094
Ind1788	169	S	10.8456	15.3849	27.8212	27.8406	-1.80774	0.146829	-0.744795	-0.69014	0.19517	1.10274
Ind1789	169	S	2.34095	3.63777	35.6563	95.4809	-1.32958	-0.799788	-0.927183	-0.129463	0.797769	0.927978
Ind1790	170	E	no	1.25434	1.76023	1.86828	1.53261	1.16595	1.70513	0.333441	-0.485831	-0.847946
Ind1791	170	E	no	18.0092	28.6272	31.5661	2.15489	-2.08045	-1.16502	-2.0649	1.08606	1.26114
Ind1792	170	S	1.73433	2.34499	7.35919	7.87048	-0.760342	-0.614683	0.459978	0.179079	0.187158	0.279667
Ind1793	170	S	1.71653	5.35096	25.0456	27.6789	1.36717	0.106545	0.879267	-0.0533697	0.00250897	0.311863
Ind1794	170	S	1.27447	6.19984	10.7328	14.2469	-0.296297	0.209719	0.441708	1.64805	0.538793	-0.126437
Ind1795	170	S	1.30943	4.9853	6.69355	15.436	-0.795447	-0.558433	-0.0434123	0.219074	-0.298021	0.0676497
Ind1796	170	S	8.07887	12.0269	16.1638	17.4892	-0.897704	0.826088	-0.880722	0.964221	-0.340527	-0.0433147
Ind1797	170	S	1.50711	2.81166	8.04661	8.50978	0.248151	-1.13099	-0.530311	2.45895	-0.119622	-0.0135026
Ind1798	170	S	1.7602	1.7674	3.4741	15.8049	-0.951833	-0.582961	1.28065	-1.05581	1.25858	-0.564715
Ind1799	170	S	6.17122	6.37183	6.71993	7.08722	1.38652	-0.269816	1.38546	-1.05967	-0.576896	-1.60302
Ind1800	171	E	no	1.84876	2.98111	3.36667	0.402351	-0.238477	-0.341407	0.276358	-0.616438	0.198627
Ind1801	171	E	no	0.273282	2.57984	3.90987	-0.265517	0.386136	-0.535055	0.0550526	0.398383	-0.830737
Ind1802	171	S	6.5381	6.57029	18.646	19.552	-1.48505	-0.840075	0.328329	-0.255323	0.0878691	0.323433
Ind1803	171	S	no	no	no	no	1.16816	0.579664	-0.693747	-0.143558	-0.434697	-1.16019
Ind1804	171	S	6.26466	6.37538	9.76091	10.763	1.39515	-0.425573	0.135619	0.532019	-0.843126	0.469213
Ind1805	171	S	10.667	11.9629	12.0858	13.8981	-1.24478	-0.581715	-0.550075	-0.0323192	0.0471305	-0.455895
Ind1806	171	S	2.81345	12.1847	15.0334	19.0959	-0.611342	0.0933357	0.301544	-0.177329	0.410268	0.0812947
Ind1807	171	S	0.926655	2.31319	2.56425	2.95247	0.186367	-0.247869	-1.33475	-0.178555	-0.267328	-0.388264
Ind1808	171	S	5.87869	7.84302	11.7983	15.1707	0.71554	0.496811	1.16927	-0.18963	0.844721	-0.0292511
Ind1809	171	S	0.642521	5.84855	6.583	7.00988	3.07896	0.233744	2.34732	0.374377	-0.653228	-0.112255
Ind1810	172	E	no	2.35825	9.88515	10.5311	1.01702	-1.87566	-1.06861	0.389569	-1.33634	1.91843
Ind1811	172	E	no	11.4577	11.6453	14.2197	-0.890902	-0.251349	-0.260372	-1.58967	-0.00975463	1.82395
Ind1812	172	S	8.75788	13.8394	16.5652	17.9052	1.71147	0.531355	0.157392	0.128878	0.283471	0.185732
Ind1813	172	S	2.6546	4.6739	14.1871	14.2671	0.63262	1.02972	0.457698	0.404702	0.183598	0.164159
Ind1814	172	S	6.33815	9.37478	17.1968	26.1998	-0.143859	-0.676592	-0.156709	0.116875	0.0596279	1.37674
Ind1815	172	S	6.30441	10.441	20.3418	39.1754	1.23751	-0.184475	1.36157	-0.699469	0.0517158	1.26228
Ind1816	172	S	14.5152	14.7944	16.2508	16.5184	1.6465	-0.371738	1.6975	-2.12222	0.467286	-0.889258
Ind1817	172	S	5.86973	6.18201	7.36407	7.46182	1.71359	1.20465	-1.07037	0.138347	-0.775825	-0.967795
Ind1818	172	S	6.16974	12.5934	13.1406	14.7785	-0.0496306	0.554584	0.453086	-0.273221	1.34087	-1.78226
Ind1819	172	S	6.28705	8.96306	16.8214	18.2471	-0.719698	1.03996	-1.08697	1.44916	1.07851	-1.14493
Ind1820	173	E	no	6.39362	25.5932	32.1542	-0.318849	0.790595	-0.378094	-0.0319431	1.3582	-0.356484
Ind1821	173	E	no	0.230155	1.54021	2.17703	0.511207	-1.03235	-0.370203	-0.522988	-0.721155	-0.710171
Ind1822	173	S	28.0136	28.429	63.1663	70.0294	0.187525	-0.623874	-1.21888	-0.310735	0.547289	0.0195865
Ind1823	173	S	7.17048	12.4693	13.7715	16.0436	-0.335152	0.970567	0.00818054	2.03475	0.0418183	0.177998
Ind1824	173	S	10.9867	11.6143	11.8052	13.3823	1.62382	0.621336	-0.0107999	1.08252	-0.624247	-1.05448
Ind1825	173	S	17.8458	21.5226	27.1362	31.099	-1.20277	0.419071	-0.620325	0.226259	-0.229396	-0.160692
Ind1826	173	S	13.1796	13.2357	14.2327	15.5862	-0.909346	-1.30423	0.0191164	-0.250774	0.185244	-0.0841084
Ind1827	173	S	9.16015	18.7472	26.6985	27.0276	0.213877	-0.0931918	0.173628	0.42638	-0.542837	0.913494
Ind1828	173	S	14.7809	24.8578	33.4756	40.8749	-0.258759	0.437981	-0.445777	0.0909027	0.703539	1.22953
Ind1829	173	S	11.3904	12.4599	13.6067	13.6137	0.221432	0.513065	0.0687717	0.416139	-0.860186	0.546503
Ind1830	174	E	no	7.98736	90.8041	92.8243	-0.278951	0.531846	0.219771	0.0908101	0.322534	1.66364
Ind1831	174	E	no	3.62744	4.86618	8.63355	0.140869	-0.900672	-0.574763	-1.35372	0.403807	-0.293209
Ind1832	174	S	9.54662	9.71653	11.8296	11.9337	-1.58828	1.54174	-1.36316	-0.778531	-0.246755	-0.338914
Ind1833	174	S	8.67265	15.4619	35.4883	35.6891	-0.359006	1.36875	-0.266778	-0.214715	1.22045	-0.102076
Ind1834	174	S	7.33594	11.1962	12.3998	15.6386	0.465894	-0.052433	0.857768	-0.48909	0.88584	-0.915212
Ind1835	174	S	26.588	26.8411	28.1549	29.2077	-0.520672	-0.0445539	-0.765353	-0.133313	-0.54073	-1.14609
Ind1836	174	S	9.92195	10.0819	11.6608	16.7725	0.984932	-0.612878	-0.124367	-0.543697	0.456033	-0.570448
Ind1837	174	S	8.36559	8.75654	9.73246	10.6231	2.19229	1.08614	2.79769	-0.488846	-0.475439	-1.01104
Ind1838	174	S	9.04926	9.16291	10.5012	13.2864	1.96348	-0.143831	0.683914	-1.3229	-0.645431	0.751725
Ind1839	174	S	9.63343	10.6364	12.9182	13.2044	-1.30104	-0.770097	-0.0441135	-0.0847376	-0.480003	-0.374567
Ind1840	175	E	no	12.0822	23.5267	29.4784	0.0271406	-0.127097	1.6853	-0.82334	0.0956664	1.22363
Ind1841	175	E	no	1.95605	3.86702	4.94425	0.701499	-0.482536	0.24587	0.796648	0.202503	-0.362045
Ind1842	175	S	no	no	no	no	-0.248546	0.255082	-0.125116	-1.07703	0.450636	-1.22567
Ind1843	175	S	3.03064	3.76626	4.68825	5.11803	1.40575	1.14695	1.27154	0.208056	0.201568	-0.450239
Ind1844	175	S	3.94513	7.55795	8.90642	12.4749	0.751579	0.69398	1.23718	0.840599	-0.716224	0.109996
Ind1845	175	S	2.93673	8.72387	9.54598	32.3662	-0.53017	-1.28352	-0.944731	-0.668348	0.209673	1.19568
Ind1846	175	S	11.7637	12.3923	13.4231	13.5039	1.13987	0.390523	0.300444	0.188578	-1.17633	-0.615629
Ind1847	175	S	no	no	no	no	-0.779483	1.81263	-0.221148	-0.568238	0.015544	-3.55708
Ind1848	175	S	4.52336	5.0713	5.73166	9.01508	-0.209482	-1.0128	-0.789601	0.0750003	0.183054	-0.108725
Ind1849	175	S	11.2787	12.9017	18.2773	30.3201	-2.29499	-0.194059	-1.11019	0.683312	-0.483141	0.705711
Ind1850	176	E	no	1.59814	7.58368	11.4119	0.832426	0.788974	0.744213	1.56693	-0.376319	0.190503
Ind1851	176	E	no	0.195321	0.379792	0.4165	2.38729	0.692304	2.11381	0.993168	-1.46246	-1.15932
Ind1852	176	S	2.80175	3.08752	13.4871	14.4036	-0.949634	0.732637	-0.277987	0.208831	-1.05064	0.64648
Ind1853	176	S	0.410536	2.26062	4.60186	4.84171	0.840244	-0.372733	1.19541	0.139309	-0.404884	0.19091
Ind1854	176	S	2.67556	14.1539	26.2404	29.0639	1.02374	1.24337	0.188744	1.35244	0.783472	0.932582
Ind1855	176	S	2.98462	3.13895	3.51618	3.57035	-1.65435	-1.85461	-1.46654	-0.5547	-1.82829	-0.690767
Ind1856	176	S	3.06694	4.34001	6.42035	6.58335	-1.44296	0.59426	0.0104087	0.940934	0.309543	-1.16621
Ind1857	176	S	5.50527	6.05426	11.4106	11.8741	-1.95549	0.167346	-1.0002	-0.170894	0.329033	-1.16526
Ind1858	176	S	3.51273	9.69467	19.9929	21.3141	-0.287394	-0.44235	-0.507846	-0.151521	-0.0256846	0.940239
