ID	Group	Init. Comp.	It	Rt	g_a	f_a	r_a
Ind1303	121	S	no	no	-0.909167	-1.10114	0.445553
Ind1304	121	S	no	no	-1.08081	-0.935577	0.85497
Ind1305	121	S	no	no	0.395824	0.361326	-0.218447
Ind1306	121	S	no	no	0.621346	-0.0606155	0.445713
Ind1307	121	S	no	no	0.653659	-0.382424	-0.475853
Ind1308	121	S	1.28942	2.16925	-0.282343	0.670978	-1.03434
Ind1309	121	S	no	no	-1.83441	-1.69933	0.374191
Ind1310	122	I	no	67.7365	-2.08234	-0.149192	0.939606
Ind1311	122	I	no	1.73471	-3.96344	-1.26679	0.493828
Ind1312	122	S	no	no	0.261532	0.256387	-1.06096
Ind1313	122	S	no	no	-2.06598	-1.45479	-0.974701
Ind1314	122	S	no	no	0.546268	0.466635	-0.0704704
Ind1315	122	S	no	no	1.19694	-0.0979039	0.129264
Ind1316	122	S	no	no	0.969394	-0.210816	-0.364779
Ind1317	122	S	no	no	0.709467	-1.02944	-1.01348
Ind1318	122	S	no	no	-0.308948	0.414411	-0.928184
Ind1319	122	S	no	no	0.883801	-0.32092	0.157801
Ind1320	123	I	no	1.6525	-2.40838	-1.06533	0.82506
Ind1321	123	I	no	1.44524	-0.540792	0.169002	-0.602483
Ind1322	123	S	no	no	-0.555591	0.942373	0.811808
Ind1323	123	S	no	no	0.408627	-0.644086	1.0702
Ind1324	123	S	no	no	-1.85284	-0.324895	0.391228
Ind1325	123	S	no	no	0.152782	0.418952	1.09422
Ind1326	123	S	no	no	-0.862553	-0.321283	1.13638
Ind1327	123	S	no	no	-1.89213	0.677688	0.0682113
Ind1328	123	S	no	no	3.04777	1.34299	-0.520468
Ind1329	123	S	no	no	0.690128	0.611021	-0.173691
Ind1330	124	I	no	10.5708	-1.78114	0.498216	0.150561
Ind1331	124	I	no	6.93063	-1.33065	-0.22454	0.0557034
Ind1332	124	S	no	no	0.864371	0.844627	0.840589
Ind1333	124	S	no	no	-0.717827	0.716706	-0.165124
Ind1334	124	S	no	no	0.474655	0.34577	0.642451
Ind1335	124	S	no	no	0.262449	-1.80297	-0.942275
Ind1336	124	S	no	no	0.0873275	-0.490521	0.0711123
Ind1337	124	S	no	no	0.233644	-1.20764	0.0398873
Ind1338	124	S	no	no	0.261236	0.23738	-0.898917
Ind1339	124	S	no	no	-0.426417	0.904859	0.786113
Ind1340	125	I	no	2.66226	2.00362	-0.201202	-0.614517
Ind1341	125	I	no	1.14599	-1.16085	-0.611516	-0.0813931
Ind1342	125	S	no	no	1.68542	-1.70818	-1.32048
Ind1343	125	S	0.0277774	2.56056	0.117877	0.550651	0.910831
Ind1344	125	S	8.44375	22.3707	0.438389	1.48471	0.742449
Ind1345	125	S	2.61283	4.5273	-0.0689717	-1.405	-0.833256
Ind1346	125	S	0.00739977	6.80348	-0.900387	0.589627	0.72771
Ind1347	125	S	1.39991	122.627	-1.29778	1.06528	1.20217
Ind1348	125	S	1.17578	2.05816	1.48686	0.766706	-1.6159
Ind1349	125	S	no	no	2.0883	1.32783	-0.678848
Ind1350	126	I	no	2.96194	-0.123808	0.145752	-0.0656084
Ind1351	126	I	no	5.97522	-0.506013	-1.45859	0.487892
Ind1352	126	S	no	no	-2.06303	-0.0190593	-0.0557139
Ind1353	126	S	0.620297	13.5908	2.41847	1.46879	-0.132298
Ind1354	126	S	no	no	1.13689	-0.711859	-0.534119
Ind1355	126	S	no	no	1.02658	-1.32397	0.443549
Ind1356	126	S	0.575166	2.06905	2.69036	1.83671	-0.0727697
Ind1357	126	S	1.96005	11.2413	-1.39623	-0.181185	0.293126
Ind1358	126	S	no	no	-0.120767	-1.14127	-1.15857
Ind1359	126	S	2.31501	4.01443	0.587804	0.576049	-0.222596
Ind1360	127	I	no	4.10859	1.36464	0.236346	0.357671
Ind1361	127	I	no	13.2265	-1.00213	2.06074	-0.156206
Ind1362	127	S	no	no	-0.534551	1.02785	0.983177
Ind1363	127	S	no	no	0.312339	0.509552	-0.0104091
Ind1364	127	S	no	no	-0.310479	1.00555	1.16352
Ind1365	127	S	no	no	-0.551858	0.290903	1.17688
Ind1366	127	S	no	no	-0.402937	-0.239275	0.140642
Ind1367	127	S	no	no	0.100547	0.0331103	0.474936
Ind1368	127	S	no	no	0.601882	0.611504	0.368024
Ind1369	127	S	no	no	0.499065	-1.19981	-0.369517
Ind1370	128	I	no	46.8857	0.659404	-0.374359	-0.0419237
Ind1371	128	I	no	2.16708	0.291944	0.0218107	-0.229555
Ind1372	128	S	41.6971	48.1689	-0.0136936	-0.784161	0.455423
Ind1373	128	S	3.15093	8.00062	0.117759	0.960922	1.07353
Ind1374	128	S	0.105816	9.34748	0.538063	0.983342	-0.430337
Ind1375	128	S	45.7679	55.7981	0.938847	-1.09373	0.820433
Ind1376	128	S	no	no	-0.125497	-1.20177	-0.251128
Ind1377	128	S	8.50483	14.3659	0.781688	0.821015	-0.0845854
Ind1378	128	S	no	no	-0.217242	-1.35051	0.342623
Ind1379	128	S	no	no	0.235454	-2.11396	0.0811481
Ind1380	129	I	no	0.872221	-0.507835	-0.342833	0.0698004
Ind1381	129	I	no	0.572495	0.49729	-1.18346	-0.768247
Ind1382	129	S	no	no	-0.133276	-0.738148	-0.257488
Ind1383	129	S	0.371123	5.70548	0.73792	1.33331	0.457019
Ind1384	129	S	11.0604	18.486	-0.240627	-0.163052	0.966378
Ind1385	129	S	no	no	0.861156	-0.0159684	-0.744222
Ind1386	129	S	no	no	-0.409376	-1.26667	0.0822947
Ind1387	129	S	0.656567	4.67778	0.7402	1.71046	1.14526
Ind1388	129	S	no	no	1.20967	-0.709369	-0.436751
Ind1389	129	S	0.574388	23.9813	0.963909	2.03194	0.61732
Ind1390	130	I	no	15.9625	-1.11252	-1.8084	-0.424604
Ind1391	130	I	no	4.88796	0.18059	-0.899222	0.438468
Ind1392	130	S	no	no	-0.432748	1.37743	1.4378
Ind1393	130	S	no	no	-0.683691	-1.5545	-0.428528
Ind1394	130	S	no	no	-0.364535	-1.04159	-0.88807
Ind1395	130	S	no	no	0.812221	-0.608276	-0.596025
Ind1396	130	S	no	no	0.485537	1.55469	-0.419956
Ind1397	130	S	no	no	-0.485005	0.519704	0.600807
Ind1398	130	S	no	no	-1.75548	-1.09498	0.104735
Ind1399	130	S	no	no	0.296003	1.17201	-0.812476
Ind1400	131	I	no	24.4544	-1.78229	-1.34912	0.821815
Ind1401	131	I	no	3.44806	-0.596292	-0.0615986	-0.632871
Ind1402	131	S	no	no	0.0372149	-0.0523557	-0.224455
Ind1403	131	S	no	no	0.698598	1.57488	-0.404747
Ind1404	131	S	no	no	0.772335	1.91977	0.30208
Ind1405	131	S	no	no	-1.7587	-1.01159	0.753654
Ind1406	131	S	no	no	-0.830618	0.230025	0.750567
Ind1407	131	S	no	no	-0.465802	0.692067	0.44297
Ind1408	131	S	no	no	0.840429	-1.86798	-0.63113
Ind1409	131	S	no	no	-0.464165	0.635824	-0.103415
Ind1410	132	I	no	10.0681	-0.820179	-0.405335	0.554138
Ind1411	132	I	no	6.92304	-1.1673	-0.719667	0.514207
Ind1412	132	S	no	no	0.326989	2.46198	-0.695055
Ind1413	132	S	no	no	1.39347	1.31943	-0.802497
Ind1414	132	S	no	no	-1.76657	0.2555	1.31125
Ind1415	132	S	no	no	0.317044	0.291023	1.08318
Ind1416	132	S	no	no	1.32504	1.06601	-1.0999
Ind1417	132	S	no	no	-0.603428	-0.0384638	0.231029
Ind1418	132	S	no	no	1.06347	1.29935	-0.542072
Ind1419	132	S	no	no	-1.24622	-1.78029	-0.677508
Ind1420	133	I	no	52.2516	1.15191	-1.04716	0.337035
Ind1421	133	I	no	67.8237	-0.780076	0.0143105	0.709301
Ind1422	133	S	no	no	0.180891	-0.077699	0.329176
Ind1423	133	S	no	no	0.599057	0.792947	0.896084
Ind1424	133	S	25.0894	68.1265	-1.05178	0.7306	0.354324
Ind1425	133	S	20.4683	28.4071	-0.329113	0.186641	0.674247
Ind1426	133	S	49.329	116.298	-0.920703	-1.67009	0.278731
Ind1427	133	S	no	no	0.660874	0.322896	-0.308994
Ind1428	133	S	no	no	-1.12343	0.317944	0.261208
Ind1429	133	S	30.2207	33.7255	-1.9634	0.0374982	0.248879
Ind1430	134	I	no	8.19986	1.35017	0.332061	0.27229
Ind1431	134	I	no	7.81014	1.04746	0.420641	0.684675
Ind1432	134	S	0.739801	23.0331	-0.484256	0.769832	-0.301027
Ind1433	134	S	5.85701	54.7537	-1.41034	0.123068	-0.212107
Ind1434	134	S	no	no	-1.37539	-1.66396	0.819491
Ind1435	134	S	8.3751	14.6568	-0.954011	-0.0188057	0.091022
Ind1436	134	S	2.72576	14.878	0.693359	0.435802	-0.25622
Ind1437	134	S	12.5146	17.6252	0.0595225	0.304752	0.139254
Ind1438	134	S	4.80066	11.4353	0.672845	0.135882	0.404852
Ind1439	134	S	no	no	0.96937	0.527203	-0.785332
Ind1440	135	I	no	14.4998	-0.0260123	-0.29464	0.614599
Ind1441	135	I	no	3.07299	-1.00155	1.08863	0.65731
Ind1442	135	S	no	no	0.290728	-0.208669	-0.937679
Ind1443	135	S	no	no	-0.0282099	-1.23013	0.276719
Ind1444	135	S	no	no	-1.26335	0.0906306	0.268001
Ind1445	135	S	no	no	-1.8029	-0.0467524	0.431918
Ind1446	135	S	0.317921	1.34375	-1.56945	-1.23155	-1.192
Ind1447	135	S	no	no	-1.55398	0.495546	-0.451599
Ind1448	135	S	4.75853	66.6097	0.263827	-0.541992	0.255406
Ind1449	135	S	1.2667	3.43581	-0.188312	1.14837	-0.0176805
Ind1450	136	I	no	8.40499	-0.4979	-0.55283	0.534094
Ind1451	136	I	no	4.37985	-0.316711	-0.917502	-0.405704
Ind1452	136	S	no	no	-1.10455	1.21011	-0.0428164
Ind1453	136	S	no	no	-1.01592	-2.12749	-0.879265
Ind1454	136	S	no	no	0.739634	-0.245772	0.0855515
Ind1455	136	S	3.70947	4.94377	-0.385839	1.0537	-0.712097
Ind1456	136	S	no	no	0.586589	1.61581	0.464589
Ind1457	136	S	no	no	-1.29553	0.492952	0.44193
Ind1458	136	S	no	no	0.97795	-0.313352	-0.559243
Ind1459	136	S	no	no	0.11914	-0.584966	0.527644
Ind1460	137	I	no	4.00958	1.25413	0.875053	-0.83333
Ind1461	137	I	no	4.8156	-2.37872	-0.35331	0.615976
Ind1462	137	S	no	no	-1.06633	0.407381	-0.541701
Ind1463	137	S	no	no	0.1646	-0.714659	-0.924704
Ind1464	137	S	no	no	-0.854676	0.202082	0.135112
Ind1465	137	S	no	no	0.0140323	-0.585851	-0.162306
Ind1466	137	S	no	no	0.595888	0.00437652	-0.790285
Ind1467	137	S	no	no	0.220234	0.495516	-0.444508
Ind1468	137	S	no	no	0.743603	-0.11105	-0.723735
Ind1469	137	S	no	no	0.529122	-0.598046	-0.887737
Ind1470	138	I	no	6.51971	1.42315	0.241202	-0.22365
Ind1471	138	I	no	5.6695	-2.68822	-1.33155	0.467717
Ind1472	138	S	no	no	-1.33869	-1.82188	1.28215
Ind1473	138	S	8.2284	10.9584	-0.658631	-1.01152	0.152168
Ind1474	138	S	no	no	0.805798	0.0185683	-0.247276
Ind1475	138	S	3.75886	13.0066	-0.208998	0.192121	1.18242
Ind1476	138	S	no	no	-1.34893	-1.02124	0.194041
Ind1477	138	S	1.37557	12.3962	1.19985	0.121144	-0.388771
Ind1478	138	S	1.28041	21.2437	1.29983	0.259266	-0.744325
Ind1479	138	S	no	no	-1.93872	-1.89999	0.735041
Ind1480	139	I	no	19.7853	-0.496802	-1.56065	-0.575818
Ind1481	139	I	no	0.377628	-1.53108	-1.06222	-0.481251
Ind1482	139	S	no	no	0.750609	0.107968	-0.369012
Ind1483	139	S	no	no	-0.0936502	1.03698	0.556431
Ind1484	139	S	no	no	-0.236449	-0.844151	-1.37766
Ind1485	139	S	no	no	2.3289	0.47336	-0.546321
Ind1486	139	S	no	no	-0.928329	-0.6226	-0.779973
Ind1487	139	S	no	no	-0.28179	0.40914	0.341004
Ind1488	139	S	no	no	0.410132	0.0923292	-0.158084
Ind1489	139	S	no	no	1.07447	0.433433	0.0266691
Ind1490	140	I	no	1.69035	-0.471935	-0.104826	-0.210894
Ind1491	140	I	no	1.75553	-0.774923	-0.173504	-0.480967
Ind1492	140	S	no	no	1.25344	-1.00023	-0.202963
Ind1493	140	S	no	no	-0.908717	-1.29235	-0.56067
Ind1494	140	S	no	no	-0.693268	-0.338812	0.884696
Ind1495	140	S	no	no	2.34668	0.330015	1.0391
Ind1496	140	S	no	no	-2.16086	-1.97039	-0.241961
Ind1497	140	S	no	no	1.15284	1.12242	-1.15903
Ind1498	140	S	no	no	1.55241	1.93588	-0.906641
Ind1499	140	S	no	no	-1.49768	-0.554292	-0.335118
Ind1500	141	I	no	19.7763	-0.102442	-0.523048	0.403631
Ind1501	141	I	no	0.259453	-0.586208	-0.603294	-0.803177
Ind1502	141	S	no	no	0.970559	-0.129141	-0.259945
Ind1503	141	S	no	no	-1.31309	-1.29346	-0.421277
Ind1504	141	S	no	no	0.359787	0.847745	-0.622022
Ind1505	141	S	no	no	0.396349	-1.23011	-0.528806
Ind1506	141	S	no	no	-1.67731	0.00378862	0.631955
Ind1507	141	S	no	no	-0.0527694	1.59533	-0.124454
Ind1508	141	S	no	no	-1.18183	-0.457034	0.0472563
Ind1509	141	S	no	no	-1.07347	0.741001	-1.35315
Ind1510	142	I	no	1.61757	0.908316	-0.25528	0.0674903
Ind1511	142	I	no	7.90036	-1.509	-0.449458	0.698328
Ind1512	142	S	no	no	-0.328782	-1.10784	-0.458166
Ind1513	142	S	no	no	1.50761	0.844931	-0.356973
Ind1514	142	S	no	no	-0.0598124	-0.984837	-1.16437
Ind1515	142	S	no	no	-0.913897	-0.63517	0.230299
Ind1516	142	S	no	no	1.01001	-0.438591	1.54332
Ind1517	142	S	no	no	0.185897	-0.235742	-0.203801
Ind1518	142	S	no	no	1.20042	1.18358	-0.261236
Ind1519	142	S	no	no	0.152642	-0.895871	0.0697964
Ind1520	143	I	no	7.82091	-0.281451	1.69222	0.814632
Ind1521	143	I	no	10.1733	-1.35884	-1.10387	0.948765
Ind1522	143	S	no	no	1.51091	-0.373697	-0.455528
Ind1523	143	S	no	no	-0.0408877	-0.867405	0.271468
Ind1524	143	S	no	no	1.66223	-0.512906	-1.25954
Ind1525	143	S	no	no	2.16818	-0.907156	-0.820622
Ind1526	143	S	no	no	0.386549	1.09843	0.6214
Ind1527	143	S	no	no	0.498895	0.787895	-0.606381
Ind1528	143	S	2.02643	8.24011	0.255651	1.46731	0.408085
Ind1529	143	S	no	no	0.237511	0.849725	0.000858203
Ind1530	144	I	no	0.519793	0.713232	-0.00158902	-0.495876
Ind1531	144	I	no	3.42334	-0.104061	-0.205811	0.157616
Ind1532	144	S	no	no	0.0115617	0.83882	-0.295285
Ind1533	144	S	no	no	0.643093	-0.517695	0.182632
Ind1534	144	S	no	no	-1.23212	0.841019	-0.176129
Ind1535	144	S	no	no	-1.46329	0.199033	0.209273
Ind1536	144	S	no	no	-1.52384	-0.54416	-0.665374
Ind1537	144	S	no	no	-0.980707	-0.24515	-0.287894
Ind1538	144	S	no	no	-0.675409	0.769665	1.39812
Ind1539	144	S	no	no	-0.427537	-0.57882	0.110543
Ind1540	145	I	no	11.6294	-1.12656	-0.242262	-0.100146
Ind1541	145	I	no	25.0128	1.13466	1.14863	0.149818
Ind1542	145	S	4.57127	26.649	-1.53712	0.782971	-0.491831
Ind1543	145	S	8.15619	10.5502	-0.678673	0.864587	-0.284187
Ind1544	145	S	12.0831	49.0586	1.69477	1.32169	0.639523
Ind1545	145	S	3.77594	50.0696	0.300164	-0.0702279	1.34758
Ind1546	145	S	2.27034	76.0201	0.49268	1.82835	-0.384098
Ind1547	145	S	13.7703	16.1467	0.694682	-0.307744	-0.428632
Ind1548	145	S	27.3213	29.8564	0.738666	0.494113	0.407976
Ind1549	145	S	14.5326	33.4621	-0.754756	-0.15436	0.29003
Ind1550	146	I	no	11.5329	1.03311	0.763684	-0.684766
Ind1551	146	I	no	0.577894	2.57645	2.27726	-1.65905
Ind1552	146	S	6.16039	24.3193	1.16777	0.211257	-0.310588
Ind1553	146	S	no	no	-1.28007	-1.44898	0.220787
Ind1554	146	S	0.165282	26.5009	0.657066	0.972409	-0.766531
Ind1555	146	S	no	no	-0.6463	0.640262	0.245141
Ind1556	146	S	3.94962	26.1994	-1.21026	-0.177953	0.604909
Ind1557	146	S	7.4315	10.5842	-0.191091	-0.00552704	0.548751
Ind1558	146	S	8.45698	27.7575	-0.768532	0.938003	0.733392
Ind1559	146	S	no	no	-2.19614	-0.696281	-0.856205
Ind1560	147	I	no	2.19239	-2.06512	0.8387	-0.284967
Ind1561	147	I	no	4.55753	0.850623	-0.507426	-1.57542
Ind1562	147	S	no	no	0.766551	0.460731	-0.189166
Ind1563	147	S	no	no	0.455215	-0.517103	-1.16782
Ind1564	147	S	3.01599	3.84425	-0.211806	-0.714516	-1.09015
Ind1565	147	S	no	no	-2.93739	-1.27584	0.692763
Ind1566	147	S	no	no	-0.951698	-1.16543	0.256334
Ind1567	147	S	2.09611	17.8977	0.382285	-0.238638	-0.0599028
Ind1568	147	S	no	no	-0.739419	-1.47284	-0.801907
Ind1569	147	S	10.6075	11.5778	0.457784	1.08187	-0.528321
Ind1570	148	I	no	1.46575	1.29394	1.39179	-0.176146
Ind1571	148	I	no	16.0559	-1.31211	-2.38781	0.217053
Ind1572	148	S	no	no	-0.0795633	0.255333	-0.31402
Ind1573	148	S	no	no	-0.842342	-0.699171	-0.424766
Ind1574	148	S	no	no	-0.673264	-0.0181633	-0.0277776
Ind1575	148	S	no	no	0.65665	-0.61096	-1.1268
Ind1576	148	S	6.48025	11.4399	0.22994	1.09531	0.740006
Ind1577	148	S	0.558386	3.02548	0.226427	0.0745663	-0.852066
Ind1578	148	S	no	no	0.262117	-0.992652	-0.495833
Ind1579	148	S	no	no	-1.1245	-1.00189	-0.445554
Ind1580	149	I	no	1.04912	0.050674	0.232124	0.400704
Ind1581	149	I	no	4.02782	0.159868	-1.17015	-0.401165
Ind1582	149	S	no	no	-0.308246	1.52992	-1.05409
Ind1583	149	S	no	no	-0.430462	-0.337375	-0.643216
Ind1584	149	S	no	no	0.558637	0.492898	-0.57685
Ind1585	149	S	no	no	-1.09836	0.948484	0.00836903
Ind1586	149	S	no	no	0.166234	-0.287863	0.339356
Ind1587	149	S	no	no	-0.293094	0.488613	0.569364
Ind1588	149	S	no	no	-2.45971	-1.5207	0.137176
Ind1589	149	S	no	no	-1.92575	-0.00905153	0.0557129
Ind1590	150	I	no	1.12626	0.410974	-0.689523	-0.11752
Ind1591	150	I	no	10.1678	2.26452	0.428342	-0.477999
Ind1592	150	S	no	no	-0.884683	0.0786816	-1.37026
Ind1593	150	S	no	no	-0.101395	-0.125653	-0.447194
Ind1594	150	S	1.62158	5.40259	1.19277	1.19191	-0.114566
Ind1595	150	S	no	no	0.0948417	2.04081	-0.706285
Ind1596	150	S	3.85012	5.36138	-0.551773	1.41996	-0.977174
Ind1597	150	S	1.6851	9.55386	1.46064	2.16248	-0.258668
Ind1598	150	S	no	no	-1.87458	-0.124971	0.713523
Ind1599	150	S	1.64058	3.65318	0.073464	1.62927	0.0303116
Ind1600	151	I	no	4.49699	0.481254	-0.732081	0.0718805
Ind1601	151	I	no	0.493038	1.17145	-0.690181	-0.148229
Ind1602	151	S	no	no	-0.748046	-1.24018	-0.309169
Ind1603	151	S	no	no	-0.280981	-1.55742	-0.51335
Ind1604	151	S	no	no	0.445011	1.14474	-0.597025
Ind1605	151	S	no	no	1.25069	0.42553	-1.27237
Ind1606	151	S	no	no	0.206761	-0.08933	-0.465267
Ind1607	151	S	no	no	0.347746	0.527163	-0.0916498
Ind1608	151	S	no	no	-0.902581	-1.70978	-1.12956
Ind1609	151	S	no	no	-0.543756	-0.690406	0.853788
Ind1610	152	I	no	2.74626	-1.2493	-1.65085	-0.410948
Ind1611	152	I	no	1.87706	-0.641069	0.521779	-1.31453
Ind1612	152	S	no	no	-1.54138	-2.63259	-0.674708
Ind1613	152	S	7.31512	8.78043	0.589613	0.795687	-0.871328
Ind1614	152	S	0.126171	12.2983	1.64068	2.60496	-0.0946484
Ind1615	152	S	no	no	-0.72051	-0.0629662	0.772956
Ind1616	152	S	no	no	-0.0566135	-0.714623	0.196552
Ind1617	152	S	no	no	1.90058	0.354449	0.48827
Ind1618	152	S	no	no	1.01062	-1.0267	-0.53424
Ind1619	152	S	3.72154	19.5838	1.11291	1.19238	0.685636
Ind1620	153	I	no	10.8509	1.2571	-0.247938	0.311078
Ind1621	153	I	no	7.74393	-0.779811	-0.199738	-1.61879
Ind1622	153	S	2.59194	24.2448	-0.535235	0.962614	0.952665
Ind1623	153	S	no	no	-0.388461	0.704858	-0.227388
Ind1624	153	S	9.1192	16.9635	0.506953	-0.195287	-0.46752
Ind1625	153	S	no	no	-0.794831	-2.67256	-0.187071
Ind1626	153	S	no	no	0.696697	1.17921	-1.17363
Ind1627	153	S	no	no	0.906669	0.204087	-0.738148
Ind1628	153	S	1.72521	13.1297	0.0615678	1.16666	0.190107
Ind1629	153	S	no	no	0.0261969	-0.0704358	0.956325
Ind1630	154	I	no	2.36124	-0.387466	-0.80416	-0.00562013
Ind1631	154	I	no	0.543013	0.989634	-0.0231075	-0.0614847
Ind1632	154	S	no	no	-0.740975	-1.24082	0.188689
Ind1633	154	S	no	no	-0.323615	-1.25606	0.624649
Ind1634	154	S	no	no	-0.61839	-0.45476	0.235504
Ind1635	154	S	no	no	-0.166427	1.67017	-0.163592
Ind1636	154	S	no	no	-0.877567	-0.741044	-0.0669833
Ind1637	154	S	no	no	1.8341	0.493789	0.937395
Ind1638	154	S	no	no	-0.187496	-0.349143	-1.04749
Ind1639	154	S	no	no	0.0453047	0.669695	0.767322
Ind1640	155	I	no	85.1906	-1.37804	0.473095	0.569613
Ind1641	155	I	no	8.63503	-0.352512	-0.989943	-0.279572
Ind1642	155	S	no	no	1.30375	0.472502	-0.460608
Ind1643	155	S	no	no	1.8461	0.897945	-0.450822
Ind1644	155	S	1.44394	4.25959	0.359276	1.52809	0.0909498
Ind1645	155	S	no	no	0.712775	-0.138731	-2.53569
Ind1646	155	S	no	no	-0.556423	0.497086	-0.399637
Ind1647	155	S	83.759	84.7709	-0.985255	-0.16329	-0.229487
Ind1648	155	S	no	no	-0.472624	-0.69765	-1.06262
Ind1649	155	S	no	no	0.952073	0.187172	-0.0950591
Ind1650	156	I	no	0.594142	0.629757	-0.891749	-0.593998
Ind1651	156	I	no	16.3691	-0.568673	-0.820254	1.49332
Ind1652	156	S	5.73839	7.83074	-0.142126	0.461881	-1.05324
Ind1653	156	S	6.13595	30.7	0.443047	-0.367091	-0.322336
Ind1654	156	S	18.2404	25.8768	1.56476	-0.861049	-0.31017
Ind1655	156	S	10.5099	37.606	0.0790894	0.150512	0.521301
Ind1656	156	S	6.0122	6.26394	-2.20483	-0.95794	-0.767847
Ind1657	156	S	0.285705	0.969238	0.898033	0.527838	0.028212
Ind1658	156	S	30.2212	35.4598	-0.2094	0.591178	0.843153
Ind1659	156	S	0.849508	49.1133	0.702695	0.802547	0.515896
Ind1660	157	I	no	0.992765	0.34186	-2.11484	-0.348244
Ind1661	157	I	no	0.944379	0.541384	-0.23849	-0.196201
Ind1662	157	S	no	no	-1.56617	0.147497	-0.546942
Ind1663	157	S	no	no	-1.03747	0.825659	-0.392559
Ind1664	157	S	no	no	0.374274	-0.0754633	-0.103935
Ind1665	157	S	no	no	2.305	1.25928	-0.0753447
Ind1666	157	S	no	no	-0.366549	0.209819	-1.09046
Ind1667	157	S	0.179035	0.81184	1.30052	0.211218	-0.960192
Ind1668	157	S	no	no	1.78149	-0.185895	-0.230436
Ind1669	157	S	no	no	-0.0804009	0.40849	-0.88948
Ind1670	158	I	no	4.10629	-0.427033	0.517317	0.877384
Ind1671	158	I	no	8.0532	0.982468	0.666784	0.238617
Ind1672	158	S	no	no	-1.33858	-0.0389799	-0.700019
Ind1673	158	S	no	no	-0.82645	-1.16892	0.354342
Ind1674	158	S	no	no	-0.963613	0.432912	0.367921
Ind1675	158	S	2.98701	3.70255	1.0639	-0.0291623	-0.452991
Ind1676	158	S	no	no	-1.60107	-0.535389	0.568173
Ind1677	158	S	no	no	0.111639	-0.746929	0.143702
Ind1678	158	S	no	no	-1.57044	0.324326	1.1453
Ind1679	158	S	no	no	-1.60971	0.369039	-0.607581
Ind1680	159	I	no	5.91876	-1.68972	-1.55311	-0.0381047
Ind1681	159	I	no	47.4378	0.0596195	0.246315	-0.549995
Ind1682	159	S	no	no	-0.190596	1.37528	-0.190748
Ind1683	159	S	no	no	1.15847	0.455694	-0.643658
Ind1684	159	S	no	no	1.19943	0.620102	-0.576623
Ind1685	159	S	no	no	1.63795	1.11308	-1.12903
Ind1686	159	S	no	no	0.794268	1.44832	0.220322
Ind1687	159	S	no	no	0.229055	0.689128	0.459294
Ind1688	159	S	no	no	-0.613168	-0.619268	0.0872239
Ind1689	159	S	no	no	-0.735802	-1.29196	-1.2614
Ind1690	160	I	no	18.3327	-0.582062	0.625995	0.358849
Ind1691	160	I	no	52.4078	0.194204	0.169829	0.0867325
Ind1692	160	S	7.30916	18.7531	-0.0435404	0.834058	-0.0722039
Ind1693	160	S	no	no	-1.62354	-0.863196	0.380621
Ind1694	160	S	13.2777	26.2233	0.762063	0.78332	-0.745946
Ind1695	160	S	19.3655	21.7992	0.25028	0.0699087	-0.701498
Ind1696	160	S	13.373	26.3167	0.238571	0.511423	-0.0271336
Ind1697	160	S	12.7989	13.1332	-1.22714	-0.272189	-0.261524
Ind1698	160	S	18.3976	19.8553	-0.808639	-0.559465	-0.178889
Ind1699	160	S	12.3422	13.2076	0.158365	0.890831	0.272964
Ind1700	161	I	no	3.55888	0.897483	0.754651	0.0239835
Ind1701	161	I	no	1.98971	1.54178	1.76605	-0.583018
Ind1702	161	S	0.858256	8.16765	0.858061	1.33631	0.0934858
Ind1703	161	S	no	no	-0.749963	-0.212642	0.0282799
Ind1704	161	S	no	no	-0.30034	0.773408	0.0641828
Ind1705	161	S	no	no	1.35191	0.577891	-0.650476
Ind1706	161	S	no	no	-1.50955	0.169391	0.424314
Ind1707	161	S	no	no	0.713029	0.110837	-0.518715
Ind1708	161	S	no	no	-1.01148	-0.643587	0.860212
Ind1709	161	S	no	no	-0.731729	-0.482107	-0.401957
Ind1710	162	I	no	5.51009	1.15566	0.678563	-1.14568
Ind1711	162	I	no	0.840713	0.419575	-0.0477904	0.376546
Ind1712	162	S	15.6917	16.0091	0.288578	-0.179979	-1.47056
Ind1713	162	S	6.9365	19.7841	1.40771	0.945879	0.084021
Ind1714	162	S	no	no	2.0187	0.363229	0.497357
Ind1715	162	S	0.00550024	16.7255	1.21281	0.331519	-0.825784
Ind1716	162	S	no	no	-1.10849	0.27124	0.266191
Ind1717	162	S	16.9947	18.3836	-2.4632	0.0417225	-0.360906
Ind1718	162	S	no	no	1.43114	0.823501	-0.84988
Ind1719	162	S	5.30084	27.4837	0.190784	0.338774	0.397804
Ind1720	163	I	no	3.86485	1.3859	1.15963	0.124786
Ind1721	163	I	no	3.40007	-0.458335	-1.73922	-0.232314
Ind1722	163	S	4.82286	20.7206	0.356239	0.151461	-0.202491
Ind1723	163	S	5.88944	21.1274	-0.0985913	0.330422	-0.201587
Ind1724	163	S	1.07908	11.4077	0.113859	-0.629506	0.141957
Ind1725	163	S	10.27	15.4207	-1.81305	0.618518	0.413454
Ind1726	163	S	1.49131	3.16629	0.113343	-0.210452	-1.22688
Ind1727	163	S	no	no	-0.723833	-1.75696	0.306308
Ind1728	163	S	1.87258	3.71724	-0.970578	-0.445707	-1.16404
