id,sire,dam,group,donor,It,Rt,g_a,g_e,type,init. comp.
7262,427,1853,1422,0,no,no,-1.28036,0.900289,progeny,S
9380,638,2276,1422,0,no,no,-0.87853,-0.505944,progeny,S
10693,770,2539,1423,1,no,7.64357,-0.165685,-0.122509,progeny,I
5685,269,1537,1423,0,12.2443,15.2202,0.298393,-0.385475,progeny,S
12711,972,2943,1423,0,3.24911,11.4329,0.507936,-0.719685,progeny,S
7547,455,1910,1423,0,5.43704,17.7712,0.502978,-0.393908,progeny,S
11682,869,2737,1423,0,13.6139,21.5404,-0.557001,0.318864,progeny,S
3898,90,1180,1424,1,no,17.7562,-0.121274,-1.03217,progeny,I
9014,602,2203,1424,0,0.385773,1.39311,0.359919,0.399507,progeny,S
7422,443,1885,1424,0,1.14208,8.7665,0.47658,0.149195,progeny,S
10216,722,2444,1424,0,0.30876,12.9838,-0.225961,0.699439,progeny,S
4499,150,1300,1424,0,3.9818,21.9804,0.653209,-0.570799,progeny,S
10670,767,2534,1425,1,no,13.5387,-0.479308,-0.394637,progeny,I
6648,365,1730,1425,0,no,no,-0.0445267,-1.06965,progeny,S
9299,630,2260,1425,0,1.4742,3.5771,-0.0678264,0.753766,progeny,S
9006,601,2202,1425,0,no,no,-0.634405,0.275191,progeny,S
3407,41,1082,1425,0,3.90391,6.74245,0.35662,0.583393,progeny,S
12108,911,2822,1426,1,no,12.1632,-1.18324,-0.840172,progeny,I
4214,122,1243,1426,0,no,no,-0.15815,-0.44304,progeny,S
10090,709,2418,1426,0,no,no,-0.0750368,-1.11857,progeny,S
4540,154,1308,1426,0,0.490342,5.61873,0.388362,0.562305,progeny,S
11637,864,2728,1426,0,no,no,-1.01405,-0.66733,progeny,S
3005,1,1001,1427,1,no,22.8163,0.0811495,0.436058,progeny,I
9423,643,2285,1427,0,10.9531,13.6995,0.379655,-0.932639,progeny,S
12871,988,2975,1427,0,0.53869,7.14751,-0.32727,0.595731,progeny,S
9182,619,2237,1427,0,0.0909424,7.48108,-0.031753,0.909734,progeny,S
5120,212,1424,1427,0,6.04304,29.9479,-0.376365,-0.122845,progeny,S
5506,251,1502,1428,1,no,1.0294,-0.838459,-0.0420597,progeny,I
12971,998,2995,1428,0,no,no,0.381221,0.0240555,progeny,S
4201,121,1241,1428,0,no,no,-0.109739,0.134186,progeny,S
11227,823,2646,1428,0,no,no,0.520381,0.707749,progeny,S
12595,960,2919,1428,0,no,no,-1.28461,1.04398,progeny,S
11259,826,2652,1429,1,no,2.36014,-1.25905,-0.409224,progeny,I
10767,777,2554,1429,0,0.500084,1.26658,-0.346219,-0.661806,progeny,S
7150,415,1830,1429,0,0.371984,12.7505,1.16536,-0.173865,progeny,S
7039,404,1808,1429,0,3.21633,10.5373,-0.259025,-0.30886,progeny,S
3096,10,1020,1429,0,1.09481,9.06875,0.150676,0.397746,progeny,S
5185,219,1437,1430,1,no,0.714866,0.0524898,0.857767,progeny,I
7308,431,1862,1430,0,no,no,-0.189987,0.409037,progeny,S
7289,429,1858,1430,0,no,no,0.0315829,0.00213878,progeny,S
8424,543,2085,1430,0,no,no,-0.327801,-1.12084,progeny,S
6582,359,1717,1430,0,no,no,-0.306392,0.0574804,progeny,S
6199,320,1640,1431,1,no,26.9805,-0.651452,-1.21594,progeny,I
6451,346,1691,1431,0,0.9831,4.68217,-0.281972,1.42138,progeny,S
4226,123,1246,1431,0,no,no,-0.501087,-1.25914,progeny,S
8297,530,2060,1431,0,2.68266,8.7424,-0.76277,0.215718,progeny,S
12152,916,2831,1431,0,6.55945,7.98586,-0.0683317,-0.168491,progeny,S
12224,923,2845,1432,1,no,2.92484,-0.484133,0.168228,progeny,I
3329,33,1066,1432,0,no,no,0.091028,-0.739947,progeny,S
7656,466,1932,1432,0,0.822895,2.58218,0.437439,-0.180083,progeny,S
11763,877,2753,1432,0,0.384956,3.62678,0.286583,0.196233,progeny,S
7186,419,1838,1432,0,0.508674,1.31392,-0.123009,-0.527514,progeny,S
10620,762,2524,1433,1,no,0.42785,-0.916185,0.882484,progeny,I
5093,210,1419,1433,0,no,no,0.218923,-0.0784249,progeny,S
8493,550,2099,1433,0,no,no,-0.213194,-0.29007,progeny,S
9588,659,2318,1433,0,no,no,-0.479209,0.0835856,progeny,S
4806,181,1362,1433,0,no,no,-0.500415,0.594181,progeny,S
3915,92,1183,1434,1,no,1.45678,0.18561,-1.47321,progeny,I
5826,283,1566,1434,0,no,no,-0.75828,1.09481,progeny,S
6148,315,1630,1434,0,no,no,-0.4279,0.226932,progeny,S
10637,764,2528,1434,0,no,no,-0.507473,0.270797,progeny,S
9486,649,2298,1434,0,no,no,1.09263,-0.900513,progeny,S
3481,49,1097,1435,1,no,0.434203,-1.11876,0.164598,progeny,I
5211,222,1443,1435,0,no,no,-1.02733,0.577042,progeny,S
7245,425,1849,1435,0,no,no,-0.00677352,-0.19447,progeny,S
12518,952,2904,1435,0,no,no,-0.947708,-0.247879,progeny,S
9107,611,2222,1435,0,no,no,1.06917,0.718957,progeny,S
10771,778,2555,1436,1,no,18.0493,-0.260467,-1.36501,progeny,I
5245,225,1449,1436,0,no,no,-1.55154,-0.502015,progeny,S
8062,507,2013,1436,0,no,no,0.600326,-1.28995,progeny,S
11069,807,2614,1436,0,no,no,-0.0773792,-0.966956,progeny,S
8728,573,2146,1436,0,0.53555,16.2649,-0.461016,1.17177,progeny,S
5094,210,1419,1437,1,no,21.2181,0.363237,-0.83011,progeny,I
4951,196,1391,1437,0,no,no,-0.892805,0.0179926,progeny,S
7071,408,1815,1437,0,0.422353,1.02918,0.00265364,0.113133,progeny,S
11193,820,2639,1437,0,3.10193,5.34414,-0.580259,-0.0174649,progeny,S
10691,770,2539,1437,0,2.85058,18.2636,-0.289664,0.461088,progeny,S
6780,378,1756,1438,1,no,9.29709,-0.361162,0.694572,progeny,I
11399,840,2680,1438,0,2.35952,2.48911,-0.378628,-0.43381,progeny,S
3581,59,1117,1438,0,no,no,-0.780054,-0.362754,progeny,S
8588,559,2118,1438,0,no,no,0.575215,-0.707636,progeny,S
6574,358,1715,1438,0,1.92552,2.05363,-0.346134,0.259976,progeny,S
12143,915,2829,1439,1,no,5.2774,0.683049,1.11183,progeny,I
4329,133,1266,1439,0,0.317527,4.39305,0.84389,0.58741,progeny,S
6150,315,1630,1439,0,1.08787,1.67926,1.11382,0.860429,progeny,S
10070,707,2414,1439,0,0.0315283,21.5809,-0.171369,0.395369,progeny,S
8313,532,2063,1439,0,no,no,-0.927564,-0.719004,progeny,S
5972,298,1595,1440,1,no,1.75744,1.22271,-0.5209,progeny,I
5851,286,1571,1440,0,2.89225,7.27869,-0.9429,0.835465,progeny,S
4264,127,1253,1440,0,1.74354,5.0589,-0.0017762,0.424633,progeny,S
4834,184,1367,1440,0,no,no,-0.338275,-0.508599,progeny,S
10205,721,2441,1440,0,no,no,-0.339506,-0.698066,progeny,S
3767,77,1154,1441,1,no,5.12199,0.907759,0.714807,progeny,I
10004,701,2401,1441,0,8.81108,12.3856,-0.0555712,0.361424,progeny,S
11281,829,2657,1441,0,7.49387,9.93198,-0.332806,-1.06163,progeny,S
4419,142,1284,1441,0,3.80165,28.5772,0.148384,-0.159951,progeny,S
11410,841,2682,1441,0,22.8359,25.0267,-0.786312,-0.495178,progeny,S
6675,368,1735,1442,1,no,8.01479,0.896069,-0.396962,progeny,I
7491,450,1899,1442,0,1.20923,10.6984,0.684823,1.31367,progeny,S
10165,717,2433,1442,0,0.174011,2.95892,-0.072721,0.0954445,progeny,S
11359,836,2672,1442,0,2.43067,2.6935,0.144174,-0.476106,progeny,S
3042,5,1009,1442,0,1.00615,3.40243,1.12022,0.247017,progeny,S
10234,724,2447,1443,1,no,9.18127,0.567624,-0.388599,progeny,I
3206,21,1042,1443,0,5.68698,6.12505,0.479278,0.451461,progeny,S
10177,718,2436,1443,0,no,no,-0.0367387,0.882155,progeny,S
8510,551,2102,1443,0,no,no,0.0555478,-0.375022,progeny,S
9766,677,2354,1443,0,no,no,0.151188,-0.575032,progeny,S
8186,519,2038,1444,1,no,0.980531,-0.880582,-0.517831,progeny,I
10657,766,2532,1444,0,no,no,-1.67346,-0.503381,progeny,S
5097,210,1420,1444,0,no,no,-0.384987,-0.261418,progeny,S
12176,918,2836,1444,0,no,no,1.34038,-0.264184,progeny,S
10515,752,2503,1444,0,no,no,1.5417,-0.625766,progeny,S
10534,754,2507,1445,1,no,5.18356,-0.562579,-0.841208,progeny,I
7991,500,1999,1445,0,1.31308,12.1782,0.0869423,0.846089,progeny,S
8148,515,2030,1445,0,2.70837,29.9539,-0.67884,0.532537,progeny,S
5303,231,1461,1445,0,1.80067,4.47061,1.0891,-1.06743,progeny,S
10656,766,2532,1445,0,no,no,-0.7088,0.0938184,progeny,S
7456,446,1892,1446,1,no,1.73565,-0.549933,-0.667585,progeny,I
4931,194,1387,1446,0,no,no,-0.0301735,-0.0243615,progeny,S
12450,945,2890,1446,0,no,no,-1.11004,-0.680911,progeny,S
4611,162,1323,1446,0,no,no,-0.169397,-0.208885,progeny,S
3693,70,1139,1446,0,no,no,0.638186,-0.0893791,progeny,S
11192,820,2639,1447,1,no,2.48373,-0.678382,0.768298,progeny,I
7147,415,1830,1447,0,no,no,0.368211,-0.342265,progeny,S
11949,895,2790,1447,0,no,no,0.580086,-0.837542,progeny,S
7070,407,1814,1447,0,no,no,0.769228,-0.396873,progeny,S
9317,632,2264,1447,0,no,no,-0.754157,0.380297,progeny,S
6934,394,1787,1448,1,no,5.51131,0.656077,1.44154,progeny,I
3888,89,1178,1448,0,4.86607,15.6729,-0.801056,-0.353756,progeny,S
5716,272,1544,1448,0,6.5108,6.80885,-0.342166,0.209099,progeny,S
5189,219,1438,1448,0,3.43791,4.24767,-0.559239,-0.0336225,progeny,S
6659,366,1732,1448,0,6.12757,11.5661,-0.333563,1.96982,progeny,S
7339,434,1868,1449,1,no,12.6361,-0.0527326,-0.000542354,progeny,I
12610,961,2922,1449,0,1.4701,6.40428,-0.439393,-0.0564412,progeny,S
6737,374,1748,1449,0,no,no,-1.02363,-0.8204,progeny,S
5660,266,1532,1449,0,0.17776,5.29132,1.07859,-0.0774349,progeny,S
9656,666,2332,1449,0,0.826292,4.38044,0.544107,-0.314413,progeny,S
5901,291,1581,1450,1,no,0.812832,0.376446,0.14498,progeny,I
11517,852,2704,1450,0,no,no,0.226695,0.0127103,progeny,S
12321,933,2865,1450,0,no,no,0.395918,0.741833,progeny,S
5057,206,1412,1450,0,no,no,0.108687,0.804403,progeny,S
7205,421,1841,1450,0,0.259974,2.52683,-0.546839,0.00109136,progeny,S
10717,772,2544,1451,1,no,13.6381,0.744106,-0.195587,progeny,I
12924,993,2985,1451,0,no,no,-0.421816,-0.865225,progeny,S
12558,956,2912,1451,0,no,no,0.151703,-0.328938,progeny,S
6306,331,1662,1451,0,no,no,-0.865346,-0.712984,progeny,S
8920,592,2184,1451,0,no,no,0.432031,0.0283378,progeny,S
5484,249,1497,1452,1,no,1.12713,1.37433,0.561711,progeny,I
6511,352,1703,1452,0,no,no,-0.385718,-0.846755,progeny,S
5029,203,1406,1452,0,no,no,0.0489714,0.258183,progeny,S
4354,136,1271,1452,0,no,no,-0.907549,0.873176,progeny,S
6326,333,1666,1452,0,no,no,0.22101,-0.430322,progeny,S
10369,737,2474,1453,1,no,4.6222,-0.551384,-1.28382,progeny,I
5020,202,1404,1453,0,4.79591,5.33232,-0.636455,-0.00984978,progeny,S
4963,197,1393,1453,0,3.80258,17.2958,0.589394,-0.584,progeny,S
4556,156,1312,1453,0,0.508829,0.756771,-0.0209774,0.907183,progeny,S
7783,479,1957,1453,0,0.91875,8.53505,-1.00943,1.00481,progeny,S
3507,51,1102,1454,1,no,2.7307,-0.755548,0.168225,progeny,I
12806,981,2962,1454,0,no,no,-0.275173,1.10819,progeny,S
6405,341,1681,1454,0,no,no,-0.639963,-0.110774,progeny,S
8389,539,2078,1454,0,no,no,-0.896042,-0.910645,progeny,S
9598,660,2320,1454,0,no,no,-0.904888,-0.15967,progeny,S
12725,973,2945,1455,1,no,1.17651,-0.258465,-0.370569,progeny,I
8861,587,2173,1455,0,no,no,-0.930727,-0.243088,progeny,S
10731,774,2547,1455,0,no,no,-0.473115,0.0538361,progeny,S
12565,957,2913,1455,0,no,no,-0.348294,0.73381,progeny,S
4090,109,1218,1455,0,no,no,1.78985,-0.131665,progeny,S
8769,577,2154,1456,1,no,7.41223,-0.498017,0.259318,progeny,I
10370,737,2474,1456,0,2.8687,3.47197,-0.310736,-0.126873,progeny,S
10183,719,2437,1456,0,1.41759,3.67445,0.139486,1.03458,progeny,S
3508,51,1102,1456,0,1.12514,15.4849,0.531024,-1.10047,progeny,S
8829,583,2166,1456,0,3.60412,6.57531,0.369263,-0.857142,progeny,S
5336,234,1468,1457,1,no,6.22622,0.17256,-1.31455,progeny,I
4446,145,1290,1457,0,no,no,-0.0444352,0.0138038,progeny,S
10088,709,2418,1457,0,no,no,-0.407563,-0.406855,progeny,S
7899,490,1980,1457,0,2.76477,2.82958,1.03708,-0.807903,progeny,S
7481,449,1897,1457,0,no,no,-0.28188,0.372148,progeny,S
8479,548,2096,1458,1,no,7.37707,0.882565,0.0507217,progeny,I
11450,845,2690,1458,0,11.8016,27.5288,-0.748151,-0.266973,progeny,S
8860,586,2172,1458,0,0.994029,5.97424,0.0886191,0.540996,progeny,S
6030,303,1606,1458,0,1.30478,44.3013,-0.362403,1.58591,progeny,S
6505,351,1701,1458,0,0.854509,17.837,1.00119,1.13399,progeny,S
12164,917,2833,1459,1,no,25.2186,-0.240861,-0.0409925,progeny,I
12641,965,2929,1459,0,3.22453,7.58333,0.48042,0.435755,progeny,S
4043,105,1209,1459,0,2.92299,4.19646,1.75358,-0.432963,progeny,S
11113,812,2623,1459,0,2.95411,14.323,-0.941595,1.10877,progeny,S
5926,293,1586,1459,0,3.96871,14.4943,0.230295,0.815189,progeny,S
10202,721,2441,1460,1,no,1.92145,1.01431,-0.772689,progeny,I
9632,664,2327,1460,0,no,no,-0.139664,1.11178,progeny,S
8091,510,2019,1460,0,no,no,-0.433539,0.234869,progeny,S
3791,80,1159,1460,0,no,no,0.609219,-1.12729,progeny,S
6762,377,1753,1460,0,no,no,0.568823,-0.470343,progeny,S
10123,713,2425,1461,1,no,6.7763,0.685076,0.588291,progeny,I
3522,53,1105,1461,0,no,no,-0.67953,-0.550486,progeny,S
3185,19,1037,1461,0,no,no,0.0058144,0.118808,progeny,S
4223,123,1245,1461,0,5.7033,5.75094,-0.696895,1.24851,progeny,S
12180,918,2836,1461,0,no,no,0.249324,0.439919,progeny,S
5125,213,1425,1462,1,no,0.112016,-1.0665,-1.08258,progeny,I
6103,311,1621,1462,0,no,no,-0.710433,-1.12232,progeny,S
12568,957,2914,1462,0,no,no,-0.578443,-0.248757,progeny,S
7676,468,1936,1462,0,no,no,0.197064,0.0445965,progeny,S
8411,542,2083,1462,0,no,no,-0.604774,-0.669992,progeny,S
11967,897,2794,1463,1,no,0.29163,0.624819,-0.395185,progeny,I
4068,107,1214,1463,0,no,no,0.164206,-0.520319,progeny,S
4633,164,1327,1463,0,no,no,-0.379711,-0.345453,progeny,S
4747,175,1350,1463,0,no,no,-0.291469,-0.49242,progeny,S
5858,286,1572,1463,0,no,no,0.496323,-0.292486,progeny,S
5058,206,1412,1464,1,no,1.25251,0.423173,0.441852,progeny,I
6285,329,1657,1464,0,no,no,0.387522,-0.179892,progeny,S
9306,631,2262,1464,0,no,no,-0.25925,0.52904,progeny,S
8874,588,2175,1464,0,no,no,0.483432,-0.297968,progeny,S
3334,34,1067,1464,0,no,no,-0.621856,-0.285149,progeny,S
8708,571,2142,1465,1,no,1.37759,0.171247,1.83637,progeny,I
10162,717,2433,1465,0,no,no,-1.05502,-0.489314,progeny,S
11202,821,2641,1465,0,2.19533,4.56386,0.159901,0.445326,progeny,S
12638,964,2928,1465,0,0.826583,3.56331,1.00582,1.58686,progeny,S
4385,139,1277,1465,0,4.45163,8.2671,0.0927844,0.213318,progeny,S
7192,420,1839,1466,1,no,13.5217,0.456292,-0.0518532,progeny,I
4336,134,1268,1466,0,1.33578,6.94394,0.218665,0.777547,progeny,S
7553,456,1911,1466,0,4.25525,9.5549,-1.22215,0.737407,progeny,S
3677,68,1136,1466,0,4.91911,15.9138,0.508042,0.1746,progeny,S
9512,652,2303,1466,0,3.67368,7.49067,-0.074157,0.154473,progeny,S
9787,679,2358,1467,1,no,8.38665,0.17204,0.182239,progeny,I
9359,636,2272,1467,0,6.26104,16.1971,0.103746,-0.511999,progeny,S
6491,350,1699,1467,0,3.83566,9.88483,0.00890023,0.0153295,progeny,S
4667,167,1334,1467,0,7.8704,11.9849,0.0513793,-0.728858,progeny,S
4276,128,1256,1467,0,3.84832,6.93973,1.10839,-1.12396,progeny,S
5534,254,1507,1468,1,no,9.98739,0.685014,1.21186,progeny,I
8014,502,2003,1468,0,1.46235,5.95153,-0.169759,0.415987,progeny,S
9217,622,2244,1468,0,0.896449,11.088,0.424142,-0.35225,progeny,S
3561,57,1113,1468,0,5.80342,32.6402,0.117183,0.249926,progeny,S
4274,128,1255,1468,0,4.11827,6.55432,-0.187845,0.231754,progeny,S
10615,762,2523,1469,1,no,2.45879,-0.0496061,-0.0910254,progeny,I
9481,649,2297,1469,0,no,no,0.343281,-0.0770987,progeny,S
5675,268,1535,1469,0,no,no,-1.041,-1.28789,progeny,S
9069,607,2214,1469,0,0.932055,1.426,-0.445035,-0.637022,progeny,S
10577,758,2516,1469,0,no,no,-0.508218,-1.23969,progeny,S
11720,872,2744,1470,1,no,1.99012,-1.34492,-0.398232,progeny,I
9906,691,2382,1470,0,1.89517,2.37443,0.00783086,0.860213,progeny,S
4860,186,1372,1470,0,no,no,-0.794365,-0.483116,progeny,S
10960,796,2592,1470,0,1.06536,14.4,0.177674,0.442635,progeny,S
11427,843,2686,1470,0,1.30636,5.6737,-0.0592503,-1.81322,progeny,S
12541,955,2909,1471,1,no,4.23114,0.525308,-1.01463,progeny,I
4876,188,1376,1471,0,2.16714,21.0466,0.90883,-0.888827,progeny,S
11158,816,2632,1471,0,5.01275,7.05161,0.968231,-0.900248,progeny,S
3757,76,1152,1471,0,2.20877,2.50798,-1.16023,1.8393,progeny,S
9740,674,2348,1471,0,0.46244,7.31537,1.19991,1.1699,progeny,S
7332,434,1867,1472,1,no,2.0124,0.0295803,-0.40213,progeny,I
10364,737,2473,1472,0,0.679088,1.4582,0.396991,-0.111685,progeny,S
7282,429,1857,1472,0,0.0640451,4.66309,1.85242,0.824836,progeny,S
8989,599,2198,1472,0,no,no,-0.506658,-0.734372,progeny,S
6878,388,1776,1472,0,no,no,-0.672242,-0.561964,progeny,S
5230,223,1446,1473,1,no,2.99964,-0.0704336,0.00885368,progeny,I
5521,253,1505,1473,0,0.700385,6.10117,0.101393,-0.0125428,progeny,S
7298,430,1860,1473,0,5.51737,8.62999,0.452465,-0.75703,progeny,S
5388,239,1478,1473,0,1.27297,4.98476,0.298389,0.670173,progeny,S
6073,308,1615,1473,0,1.008,6.61713,0.880755,0.575952,progeny,S
12650,965,2930,1474,1,no,4.1258,-0.0257212,-1.12553,progeny,I
4905,191,1381,1474,0,0.413555,1.06853,0.461137,-0.0254149,progeny,S
12087,909,2818,1474,0,1.00296,1.94302,0.615239,0.493271,progeny,S
6362,337,1673,1474,0,no,no,-0.577603,0.235858,progeny,S
12155,916,2831,1474,0,0.94766,1.59926,-0.326618,-1.99141,progeny,S
6015,302,1603,1475,1,no,15.3037,-1.1719,-0.585968,progeny,I
6163,317,1633,1475,0,no,no,-0.503379,-0.244243,progeny,S
8613,562,2123,1475,0,5.2175,11.4063,-0.758144,-0.180922,progeny,S
12671,968,2935,1475,0,4.93713,19.5324,-0.0492843,-0.863075,progeny,S
5055,206,1411,1475,0,1.52822,5.93331,-0.254826,0.426005,progeny,S
8070,507,2014,1476,1,no,3.39431,0.53833,-1.08739,progeny,I
9134,614,2227,1476,0,0.987375,2.10316,0.795614,-0.041503,progeny,S
10922,793,2585,1476,0,1.83357,20.4518,0.162411,-0.706403,progeny,S
9943,695,2389,1476,0,3.46736,12.2831,0.036148,1.21783,progeny,S
3196,20,1040,1476,0,no,no,0.170135,-0.782488,progeny,S
12322,933,2865,1477,1,no,18.1006,-0.588024,-0.441499,progeny,I
11467,847,2694,1477,0,no,no,-1.08097,0.553603,progeny,S
4635,164,1327,1477,0,20.6582,23.9281,-0.792062,-0.854751,progeny,S
10005,701,2401,1477,0,18.0839,23.8028,0.79792,-0.507086,progeny,S
9742,675,2349,1477,0,no,no,-1.40872,0.0873989,progeny,S
11653,866,2731,1478,1,no,0.940135,-0.118172,0.0710012,progeny,I
8138,514,2028,1478,0,no,no,-1.59128,-0.0872856,progeny,S
4128,113,1226,1478,0,no,no,0.133014,-1.79508,progeny,S
11899,890,2780,1478,0,no,no,-0.0953273,-1.15734,progeny,S
8891,590,2179,1478,0,no,no,0.374309,-0.0187678,progeny,S
9036,604,2208,1479,1,no,1.34808,0.0827628,-0.34174,progeny,I
3214,22,1043,1479,0,2.21208,11.3631,-0.170072,0.0625526,progeny,S
11645,865,2729,1479,0,3.06174,3.22188,0.598263,0.631096,progeny,S
3162,17,1033,1479,0,1.95725,10.3218,-0.0418992,0.34159,progeny,S
10144,715,2429,1479,0,1.15536,2.8521,0.435008,0.508261,progeny,S
6935,394,1787,1480,1,no,2.74025,0.445651,1.42442,progeny,I
5068,207,1414,1480,0,no,no,0.220499,-1.15214,progeny,S
9970,697,2394,1480,0,no,no,-0.775628,-0.428639,progeny,S
11081,809,2617,1480,0,no,no,0.188175,0.418488,progeny,S
9935,694,2387,1480,0,no,no,0.306317,-0.973489,progeny,S
5783,279,1557,1481,1,no,5.63336,0.561449,-0.203449,progeny,I
8116,512,2024,1481,0,no,no,-0.374804,-0.0312143,progeny,S
8303,531,2061,1481,0,no,no,0.0776011,0.0104509,progeny,S
6924,393,1785,1481,0,1.40215,3.19315,0.908239,-1.06026,progeny,S
7064,407,1813,1481,0,no,no,0.638603,-0.979296,progeny,S
4179,118,1236,1482,1,no,15.5915,-0.00989692,0.735411,progeny,I
9557,656,2312,1482,0,12.1679,16.2261,-0.271578,0.136213,progeny,S
11442,845,2689,1482,0,3.24428,16.5047,-0.389144,0.076435,progeny,S
8495,550,2099,1482,0,6.43637,6.89004,-0.872172,1.74781,progeny,S
6496,350,1700,1482,0,4.00165,8.08023,0.239499,0.305254,progeny,S
3315,32,1063,1483,1,no,20.2908,0.126443,-0.555506,progeny,I
11323,833,2665,1483,0,3.37157,19.2315,0.962324,-1.92865,progeny,S
6353,336,1671,1483,0,4.47943,26.0708,-0.234061,0.219991,progeny,S
11477,848,2696,1483,0,0.0871722,11.3902,1.12721,1.10906,progeny,S
5382,239,1477,1483,0,4.84946,12.3194,0.2079,0.0981173,progeny,S
9346,635,2270,1484,1,no,1.00894,-0.19521,-0.036188,progeny,I
6476,348,1696,1484,0,1.07821,6.52031,0.191811,0.0312825,progeny,S
12798,980,2960,1484,0,0.526319,13.3797,0.393134,0.106642,progeny,S
11292,830,2659,1484,0,0.139227,10.3118,1.23858,0.851868,progeny,S
6711,372,1743,1484,0,no,no,-0.252267,-0.720473,progeny,S
10019,702,2404,1485,1,no,5.31168,0.294758,-0.197023,progeny,I
5786,279,1558,1485,0,no,no,-0.977822,0.0984226,progeny,S
4053,106,1211,1485,0,no,no,-1.1467,-0.547525,progeny,S
7365,437,1873,1485,0,no,no,-0.232997,-0.856518,progeny,S
5756,276,1552,1485,0,no,no,-0.910607,0.425496,progeny,S
8087,509,2018,1486,1,no,0.585464,-0.74421,-0.185136,progeny,I
6915,392,1783,1486,0,no,no,-0.722978,0.424748,progeny,S
10218,722,2444,1486,0,no,no,0.565732,0.850336,progeny,S
10020,702,2404,1486,0,0.554193,2.19237,-0.257192,-0.0400092,progeny,S
8381,539,2077,1486,0,no,no,-0.632712,0.347308,progeny,S
11896,890,2780,1487,1,no,4.04496,-0.414441,0.357047,progeny,I
9386,639,2278,1487,0,1.79116,4.32073,-0.697236,-0.0689081,progeny,S
11989,899,2798,1487,0,3.60452,34.8805,-0.744564,-0.286816,progeny,S
12945,995,2989,1487,0,1.36194,6.31993,1.03131,0.910876,progeny,S
7323,433,1865,1487,0,no,no,-1.40916,-0.470165,progeny,S
9918,692,2384,1488,1,no,15.2086,0.875636,-0.0238186,progeny,I
6705,371,1741,1488,0,no,no,-1.83169,0.482143,progeny,S
10470,747,2494,1488,0,no,no,-0.097958,-0.492915,progeny,S
7721,473,1945,1488,0,no,no,0.109407,-0.67791,progeny,S
4705,171,1341,1488,0,no,no,-0.94679,-0.636703,progeny,S
9885,689,2377,1489,1,no,0.359646,0.988339,-0.682609,progeny,I
3999,100,1200,1489,0,no,no,-0.818161,-0.476303,progeny,S
10251,726,2451,1489,0,no,no,0.412336,0.380306,progeny,S
9292,630,2259,1489,0,no,no,0.390121,1.00327,progeny,S
9242,625,2249,1489,0,no,no,-0.324557,-0.220215,progeny,S
3370,37,1074,1490,1,no,4.70695,0.000871902,0.697169,progeny,I
4494,150,1299,1490,0,0.346466,14.9599,0.497315,0.0806246,progeny,S
8108,511,2022,1490,0,0.515238,9.80049,-0.0544694,1.97406,progeny,S
5473,248,1495,1490,0,0.194233,7.31383,0.761602,-0.151009,progeny,S
10013,702,2403,1490,0,1.05215,12.2638,-1.00744,-0.428211,progeny,S
11642,865,2729,1491,1,no,19.4457,1.11179,0.247907,progeny,I
11801,881,2761,1491,0,15.3227,16.6459,-0.0303656,-0.477528,progeny,S
12708,971,2942,1491,0,4.28295,7.88004,0.819697,-0.581474,progeny,S
9949,695,2390,1491,0,no,no,-1.02983,-0.461977,progeny,S
6217,322,1644,1491,0,2.52687,4.80447,0.0412881,0.141378,progeny,S
12300,930,2860,1492,1,no,0.163319,-0.0430547,-0.115483,progeny,I
9442,645,2289,1492,0,no,no,0.40515,-0.143905,progeny,S
10761,777,2553,1492,0,no,no,1.0457,-0.585017,progeny,S
5760,276,1552,1492,0,no,no,-0.917397,0.159103,progeny,S
8218,522,2044,1492,0,no,no,1.29679,-0.990898,progeny,S
5176,218,1436,1493,1,no,6.66331,0.296103,-0.218378,progeny,I
3647,65,1130,1493,0,6.26947,34.7806,-0.0787259,0.487294,progeny,S
12371,938,2875,1493,0,11.8009,23.844,0.0991788,-0.103848,progeny,S
12089,909,2818,1493,0,6.67487,8.29894,-0.13741,1.19126,progeny,S
9066,607,2214,1493,0,6.20285,25.3926,-0.500779,-0.24068,progeny,S
12157,916,2832,1494,1,no,3.579,-0.453882,1.21314,progeny,I
9703,671,2341,1494,0,1.0449,3.04463,-0.807868,0.268211,progeny,S
6087,309,1618,1494,0,3.81633,22.2613,-0.380894,-0.598505,progeny,S
3769,77,1154,1494,0,1.13436,16.5209,1.17049,-0.811056,progeny,S
6493,350,1699,1494,0,2.95451,8.66711,0.181563,0.118086,progeny,S
11537,854,2708,1495,1,no,9.03352,0.314449,-0.458856,progeny,I
11240,824,2648,1495,0,3.66462,34.6829,-0.30913,0.303245,progeny,S
11816,882,2764,1495,0,9.28603,12.2541,-1.00178,-0.0746214,progeny,S
11224,823,2645,1495,0,1.39588,7.51693,-0.795714,-0.125026,progeny,S
10314,732,2463,1495,0,1.11469,13.9883,0.0943926,0.289611,progeny,S
6386,339,1678,1496,1,no,5.36991,-0.526049,-1.0728,progeny,I
7647,465,1930,1496,0,5.98474,16.55,-1.22204,0.617725,progeny,S
4281,129,1257,1496,0,1.17568,8.3054,-0.238244,0.63038,progeny,S
7278,428,1856,1496,0,8.12757,17.949,0.257167,-1.27351,progeny,S
8001,501,2001,1496,0,4.27207,21.3877,0.764749,0.705423,progeny,S
11351,836,2671,1497,1,no,10.036,-0.125852,0.505507,progeny,I
